Key,ConceptId,CanonicalTermRU,CurrentTextOrVariant,SourceTermId,SourceFile,SourceKeyOrFunction,ComponentOrModule,ContextOrScreen,TriggerCondition,ReplacementTarget,Notes
CONCEPT_ESCAPE_ACTION__ST3_0024,CONCEPT_ESCAPE_ACTION,Свалить,Ты смылся(ась) от всех активных за ${count} 💰. Чисто.,ST3_0024,AsyncScene/Web/conflict-old.js,uiCall,legacy-conflict,economy_toasts,dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=count; line=522
CONCEPT_ESCAPE_ACTION__ST3_0126,CONCEPT_ESCAPE_ACTION,Свалить,Не смог свалить.,ST3_0126,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,conflict,escape,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2557
CONCEPT_ESCAPE_ACTION__ST3_0128,CONCEPT_ESCAPE_ACTION,Свалить,"Толпа решает, свалить ли.",ST3_0128,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,conflict,"battle_ui,events_voting_crowd,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2842
CONCEPT_ESCAPE_ACTION__ST3_0130,CONCEPT_ESCAPE_ACTION,Свалить,Свалить?,ST3_0130,AsyncScene/Web/conflict/conflict-core.js,literal_at_line,conflict,escape,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2843
CONCEPT_ESCAPE_ACTION__ST3_0186,CONCEPT_ESCAPE_ACTION,Свалить,Свалить за взятку {X} 💰,ST3_0186,AsyncScene/Web/data.js,escape_button_label,root,"escape,price_caps,economy_toasts",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=X; line=144
CONCEPT_ESCAPE_ACTION__ST3_0217,CONCEPT_ESCAPE_ACTION,Свалить,СВАЛИТЬ -{X},ST3_0217,AsyncScene/Web/data.js,escape_button_label,root,"escape,price_caps",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=X; line=190; forbiddenSynonymMapped=СВАЛИТЬ
CONCEPT_ESCAPE_ACTION__ST3_0738,CONCEPT_ESCAPE_ACTION,Свалить,"Не прокает, чтобы свалить.",ST3_0738,AsyncScene/Web/data.js,needEscapePointsInline,root,"escape,price_caps,economy_toasts",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2433
CONCEPT_ESCAPE_ACTION__ST3_0783,CONCEPT_ESCAPE_ACTION,Свалить,Решением толпы ${aName} не смог свалить от ${bName}.,ST3_0783,AsyncScene/Web/events.js,chatLine,events,"chat_ui,events_voting_crowd,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=aName|bName; line=1002; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_0793,CONCEPT_ESCAPE_ACTION,Свалить,${a.name} хочет свалить от ${b.name},ST3_0793,AsyncScene/Web/events.js,title,events,"events_voting_crowd,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|b.name; line=1158; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_0795,CONCEPT_ESCAPE_ACTION,Свалить,Толпа решает: ${a.name} хочет свалить от ${b.name}.,ST3_0795,AsyncScene/Web/events.js,решает,events,"battle_ui,events_voting_crowd,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|b.name; line=1161; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_0895,CONCEPT_ESCAPE_ACTION,Свалить,Уйти молча,ST3_0895,AsyncScene/Web/game_legacy.js,tense,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=120; forbiddenSynonymMapped=Уйти
CONCEPT_ESCAPE_ACTION__ST3_1104,CONCEPT_ESCAPE_ACTION,Свалить,лучший ход для тебя это смыться,ST3_1104,AsyncScene/Web/npcs.js,literal_at_line,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=177; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1167,CONCEPT_ESCAPE_ACTION,Свалить,"Лучшее решение - смыться или не ввязываться. Если вступили в бой, главное - не проиграть.",ST3_1167,AsyncScene/Web/npcs.js,advice,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=732; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1171,CONCEPT_ESCAPE_ACTION,Свалить,"Не вступайте в спор. Если он рядом, лучший выбор - смыться.",ST3_1171,AsyncScene/Web/npcs.js,advice,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=738; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1328,CONCEPT_ESCAPE_ACTION,Свалить,Свалить от всех за ${S.battles.length},ST3_1328,AsyncScene/Web/ui-old.js,btnAll,root,"battle_ui,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=S.battles.length; line=604
CONCEPT_ESCAPE_ACTION__ST3_1337,CONCEPT_ESCAPE_ACTION,Свалить,Свалить за 1 💰,ST3_1337,AsyncScene/Web/ui-old.js,sm,root,"escape,economy_toasts",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=688
CONCEPT_ESCAPE_ACTION__ST3_1370,CONCEPT_ESCAPE_ACTION,Свалить,"Внимание. Похоже, тут гопник. Лучше смыться или отшить: иначе утащит 💰.",ST3_1370,AsyncScene/Web/ui-old.js,if,root,economy_toasts,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=1074; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1388,CONCEPT_ESCAPE_ACTION,Свалить,"Лучше не вступать в конфликт. Гопник утащит 💰, бандит обнулит. Безопаснее смыться или отшить, если можете.",ST3_1388,AsyncScene/Web/ui-old.js,dmPushLine,root,"dm_ui,reports_cop_flow,economy_toasts",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Toast; taxonomyCategory=ActionName; inventoryNotes=line=1344; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1420,CONCEPT_ESCAPE_ACTION,Свалить,С мафиози так нельзя. Только смыться.,ST3_1420,AsyncScene/Web/ui/ui-battles.js,if,ui,"battle_ui,disabled_states",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=ActionName; inventoryNotes=line=1293; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1421,CONCEPT_ESCAPE_ACTION,Свалить,Свалить от всех,ST3_1421,AsyncScene/Web/ui/ui-battles.js,costs,ui,"battle_ui,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1306
CONCEPT_ESCAPE_ACTION__ST3_1443,CONCEPT_ESCAPE_ACTION,Свалить,Свалить?,ST3_1443,AsyncScene/Web/ui/ui-battles.js,mode,ui,"battle_ui,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1977
CONCEPT_ESCAPE_ACTION__ST3_1446,CONCEPT_ESCAPE_ACTION,Свалить,Свалить,ST3_1446,AsyncScene/Web/ui/ui-battles.js,voteLabelA,ui,"battle_ui,events_voting_crowd,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1990
CONCEPT_ESCAPE_ACTION__ST3_1481,CONCEPT_ESCAPE_ACTION,Свалить,Уйти за 1💰,ST3_1481,AsyncScene/Web/ui/ui-battles.js,appendChild,ui,"battle_ui,economy_toasts",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=2602; forbiddenSynonymMapped=Уйти
CONCEPT_ESCAPE_ACTION__ST3_1482,CONCEPT_ESCAPE_ACTION,Свалить,Уйти за 1💰,ST3_1482,AsyncScene/Web/ui/ui-battles.js,leaveBtn,ui,"battle_ui,economy_toasts",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2608; forbiddenSynonymMapped=Уйти
CONCEPT_ESCAPE_ACTION__ST3_1691,CONCEPT_ESCAPE_ACTION,Свалить,свалить от,ST3_1691,AsyncScene/Web/ui/ui-events.js,action,ui,"events_voting_crowd,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=327; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_1701,CONCEPT_ESCAPE_ACTION,Свалить,Дашь ${aName} смыться?,ST3_1701,AsyncScene/Web/ui/ui-events.js,if,ui,events_voting_crowd,dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=aName; line=781; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_1743,CONCEPT_ESCAPE_ACTION,Свалить,Толпа решает: свалить или остаться.,ST3_1743,AsyncScene/Web/ui/ui-loops.js,String,ui,"battle_ui,events_voting_crowd,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1080
CONCEPT_ESCAPE_ACTION__ST3_1867,CONCEPT_ESCAPE_ACTION,Свалить,Не смог свалить.,ST3_1867,docs/conflict/conflict-core.js,literal_at_line,conflict,escape,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2558
CONCEPT_ESCAPE_ACTION__ST3_1869,CONCEPT_ESCAPE_ACTION,Свалить,"Толпа решает, свалить ли.",ST3_1869,docs/conflict/conflict-core.js,literal_at_line,conflict,"battle_ui,events_voting_crowd,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2843
CONCEPT_ESCAPE_ACTION__ST3_1871,CONCEPT_ESCAPE_ACTION,Свалить,Свалить?,ST3_1871,docs/conflict/conflict-core.js,literal_at_line,conflict,escape,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2844
CONCEPT_ESCAPE_ACTION__ST3_1927,CONCEPT_ESCAPE_ACTION,Свалить,Свалить за взятку {X} 💰,ST3_1927,docs/data.js,escape_button_label,root,"escape,price_caps,economy_toasts",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=X; line=144
CONCEPT_ESCAPE_ACTION__ST3_1958,CONCEPT_ESCAPE_ACTION,Свалить,СВАЛИТЬ -{X},ST3_1958,docs/data.js,escape_button_label,root,"escape,price_caps",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=X; line=190; forbiddenSynonymMapped=СВАЛИТЬ
CONCEPT_ESCAPE_ACTION__ST3_2479,CONCEPT_ESCAPE_ACTION,Свалить,"Не прокает, чтобы свалить.",ST3_2479,docs/data.js,needEscapePointsInline,root,"escape,price_caps,economy_toasts",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2433
CONCEPT_ESCAPE_ACTION__ST3_2808,CONCEPT_ESCAPE_ACTION,Свалить,Решением толпы Аки не смог свалить от Рин.,ST3_2808,docs/data/style-lex.js,add,data,escape,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=727; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_2848,CONCEPT_ESCAPE_ACTION,Свалить,Решением толпы ${aName} не смог свалить от ${bName}.,ST3_2848,docs/events.js,chatLine,events,"chat_ui,events_voting_crowd,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=aName|bName; line=1002; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_2858,CONCEPT_ESCAPE_ACTION,Свалить,${a.name} хочет свалить от ${b.name},ST3_2858,docs/events.js,title,events,"events_voting_crowd,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|b.name; line=1158; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_2860,CONCEPT_ESCAPE_ACTION,Свалить,Толпа решает: ${a.name} хочет свалить от ${b.name}.,ST3_2860,docs/events.js,решает,events,"battle_ui,events_voting_crowd,escape",dynamic_template,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|b.name; line=1161; forbiddenSynonymMapped=свалить от
CONCEPT_ESCAPE_ACTION__ST3_2959,CONCEPT_ESCAPE_ACTION,Свалить,лучший ход для тебя это смыться,ST3_2959,docs/npcs.js,literal_at_line,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=177; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_3022,CONCEPT_ESCAPE_ACTION,Свалить,"Лучшее решение - смыться или не ввязываться. Если вступили в бой, главное - не проиграть.",ST3_3022,docs/npcs.js,advice,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=732; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_3026,CONCEPT_ESCAPE_ACTION,Свалить,"Не вступайте в спор. Если он рядом, лучший выбор - смыться.",ST3_3026,docs/npcs.js,advice,root,general_interface,static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=738; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_3158,CONCEPT_ESCAPE_ACTION,Свалить,С мафиози так нельзя. Только смыться.,ST3_3158,docs/ui/ui-battles.js,if,ui,"battle_ui,disabled_states",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=ActionName; inventoryNotes=line=1293; forbiddenSynonymMapped=смыться
CONCEPT_ESCAPE_ACTION__ST3_3159,CONCEPT_ESCAPE_ACTION,Свалить,Свалить от всех,ST3_3159,docs/ui/ui-battles.js,costs,ui,"battle_ui,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1306
CONCEPT_ESCAPE_ACTION__ST3_3180,CONCEPT_ESCAPE_ACTION,Свалить,Свалить?,ST3_3180,docs/ui/ui-battles.js,mode,ui,"battle_ui,escape",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1968
